Id,clean_text,category
8132,dude look like gone mad chant modi modi time anywher said modi respons cant imagin incid unless goond polit patronag look like live parallel world modi,2
8133,curr constitutionpolicieslaw peopl elect may happen thru polit channel infact hollow go decad edu system quotasreservationsfreebiesminor appeas thot abt homogen risegrow,0
8134,dont wait anoth coupl month congress govt will waiv farm loan modi govt didnt releas fund state properli especi congress opposit rule state,1
8135,peopl scam work crore anil ambani bankrupt modi rafal offset ambani blame crore raabert amount pledg that nyay,0
8136,rahul gandhi nyay defeat jumla sarkar led modi,0
8137,via india market elect tourism forget taj mahal modi ralli,0
8138,think congress even care implement even go implement make fake promis like farm loan waiver aim stop modi fals promis help reduc seat bjp goal achiev,2
8139,bjp modi forgot poor vote fifteen lakh get jhumlaswhil modi becam chowkidar open gate loot modi compani,2
8140,huge role never come media talk rubbish work background look side even alot armi men governmnt support modi good militari governmnt page,2
8141,easi languag narendra modi mani mani flaw discount fact swami treacher snake call someon low born swami foolish say least man instil samskar daughter brahman,1
8142,modi,0
8143,first time voter vote narendra modi want see modi prime minist modi sir great leader hard work individu honest person thank much sir,1
8144,looni liber mad maddi address shri modi never seen bigger bunch hypocrit,2
8145,mu ban,0
8146,congress complaint ban biopic modi must ban film serialgam politician candid involv,2
8147,dear raga end anthoni money govt rafal buy leav next govt within yr offer lac cr sop everi year admit modi built strong economi also purchas rafal,1
8148,stay positivewait watch result peopl alway fool support crap modi ep moreov dmk work utmost perfect,2
8149,know think netanyahu modi ever get togeth whether apeman found superpow strength,0
8150,would say modi promot freedom religion much promot freedom practic religion wish,1
8151,hope modi doesnt control treasuri model code conduct otherwis match pappu socialist mad modi may bit ahead make direct transfer fund poor day elect,1
8152,final acknowledg poorest poor bank account thank modi,2
8153,modi twitter appeal vote ashwin request return,0
8154,whatev block,0
8155,notic one thing upper class who quit enamor narendra modi isnt like rahul promis know rot social economi,0
8156,modi farm labor dont land name dont get anyth even though agricultur raga scheme cover everi bpl famili paper least,2
8157,unemploy problem year wors last year,2
8158,narendra modi get controversi,0
8159,easi sure modi wouldv announc lakh place k well sure scheme go benefit rahul chamcha lot bpl peopl congress book real bpl know well rahul lie enjoy friend,1
8160,damn sure adam open vault dynast account accumul wealth famili past year loot final assur peopl modi nahi paya swiss paisa humn laya hai apn account,1
8161,disastr reason fund lac crore yearli foot scheme made cut scheme modi govt andor rais tax middl class work earn k youll get sit home youll get full k,2
8162,dhakkan critic modi wen want make bullet train,1
8163,hum sam tho kabka samj hai piddi still live lala land dream modi said put lac,0
8164,follow modi jumela bazzi win elect,1
8165,kid imagin year back,0
8166,bloodi modi inborn talent assur deliv,2
8167,worri modi screw billion demonetis,0
8168,air india discov modi,0
8169,wait biopic may get longer,0
8170,iam mix anyth indian greedi vote coz someon gona give money vote coz see leadership qualiti person entir famili gona vote modi,0
8171,agra vijay sankal ralli yesterday leader left modi modi start,0
8172,enough show far modi destroy democrat institutionsit process complet modi come back,1
8173,realli possibl one strong reason believ modi visibl enough public though peak campaign time approach fast,1
8174,middl class indiaif idiot give anyon money pocketsmodi never increas taxesraga promis give amount greater militari budget,2
8175,first place crimin nri come wash sin channel like black widow crimin whine mallya nirav modi etc hahahaa,2
8176,congress manifesto truth sonia gandhi promis guarante health secur took deliv ayushman bharat sonia said connect villag broadband network yr modi govt still work,0
8177,brother plese dont wast valuabl time energi convinc antin peopl like dhruv tatti hate modi sake hatethi dont understand logicstatisticdata etc thing dhruv tatti understand anti modi propoganda,2
8178,time india dont think modi remot control rss naqvi control imran khan pakistan,2
8179,far modi gujarat elect congress promis plot poor huge crowd gathr outsid congress local offic collect form shook modi,1
8180,major muslim admir modi secretli vote modi god fear peopl know modi didnt anyth hate harm muslim,2
8181,rg nyay modi anyay modi hasnt done anyth poor farmer recent promis paltri per year farmer congress comparison much better well thought scheme,1
8182,ask modi promis lakh bank account congress peopl khaha jumla like modi,0
8183,modi rememb farmer declar rs incom year,0
8184,bigger malaya norah modi,0
8185,dont leader talk allcompani email modi took celeb confid make public request use person handl twitter answer,2
8186,say loan waiv hr raj chattisgarh lie mnrega leakag use happen congress syphon money oil bond paid modi lakh cr gdp joke,0
8187,first modi lie last uma bharti lie success feb gadkari lie take jal samadhi clean march ask waterman rajendra singh,1
8188,fight peopl india repres modi maha milawat bandarab tukd tukd gang rohingya sympathizeronli bcoz dey muslim repres rahul,0
8189,third big reform modi govern save lakh crore leakag credit must share write read,0
8190,middleclass tax payer happi poor peopl get money wont vote rahul rahul someth modi better real miidleclass common man dynasti princ modi prove,1
8191,modi adorn colour north east via namo app,0
8192,modi tri nd time post give chanc other,0
8193,still dont understand want maddi shouldnt acknowledg modi maddymodi,0
8194,need power would happen modi lose power sit opposit would crazi,2
8195,okay dont support gandhi where lakh modi promis,1
8196,guy take india yr behind alway give thug ppl happen know kaho dil modi fir,2
8197,someth vote modi intellectu foreign polici nation secur record care deciph decod direct modi govt object asses,1
8198,mani day looter go loot th gener indira still,1
8199,also honour tweet unk janm hone pehl desh saanp sapero tha sambit patra said narendra modi desh baap hai person feel tweet speech still better politician,1
8200,bjp spokesperson modi fan must say bjp govt doesnt vision dont educ minist mind work educ health polici total hold rss thought dont expect anyth bjp cast polit,0
8201,honour play young web seri,1
8202,modi govt give money busi man corpor rahul come power give money poor peopl reduc povertysuicid farmer scheme increas employ educ standard live equal,2
8203,talent abus modi infus cow lynch hinduism cast manuvadi right wing situat give situat rajdeep communalis snap,1
8204,exactli bjp highlight rahul corrupt modi failur take action,1
8205,narendra modi movi troubl congress move defer releas date lok sabha poll,2
8206,budget return protection panagariya sound alarm modi new trade templat india eco via,1
8207,exactli middleclass especi notav must rememb scheme ever becom realiti go fund regret rest life stand behind modi matter,1
8208,imran act abduct pak modi role check violenc state rule parti,1
8209,modi retweet link buy main bhi chowkidar merchandis trend news indian express via,1
8210,iaf pilot abhinandan appar refus claim f kill despit pressureoff modi sarkar appar also refus record neg statement pak armygovt accus mistreat etc modi sarkar abl forc due air marshal father,2
8211,neglect state gateway south asia year modi north east via namo app,0
8212,pleas support modi one choic modi,0
8213,want except opposit leader indian would love forev,1
8214,reason modi,0
8215,dont worri modi,0
8216,rss bjp nehrunetaji cosplay ironi die thousand death,0
8217,ever hard fake survey creat mani english news channel andhra elect truth tdp go sweep elect ysr parti miss wagon omin unit ap foe kcrmodi that self goal ycp,2
8218,keep th gener dynast pmship biggest way shri modi sir contribut strengthen democraci whistl dog quot tweet,0
8219,pleas one choic modi,0
8220,guid set welcom voic startup jenni vice presid russian modi modi,1
8221,time come support modi govt,0
8222,impos ban releas narendra modi biopic,0
8223,limit brain capac modi japa,2
8224,ask question modi announc six thousand everi farmer hurt blood other sauc,0
8225,highlight modi failur dont think fail last yr,2
